Electronic Technology,Electronic Components,002938,鹏鼎控股,52.85,52.83,55.16,52.82,50.89,52.72,46.56,52.77,27.77,53.41,113.42
Process Industries,Chemicals: Specialty,603968,醋化股份,17.21,17.05,17.73,17.19,16.91,17.24,15.42,17.32,44.17,17.22,3.28
Producer Manufacturing,Industrial Machinery,603915,国茂股份,23.92,23.64,24.97,23.88,21.55,23.29,17.42,23.32,37.13,23.97,3.76
Producer Manufacturing,Industrial Machinery,603915,国茂股份,23.94,23.64,24.98,23.88,21.55,23.73,17.42,23.44,39.26,23.98,3.47
Producer Manufacturing,Office Equipment/Supplies,603600,永艺股份,17.40,17.02,18.72,17.38,16.17,17.41,14.08,17.33,57.22,17.45,3.50
Producer Manufacturing,Industrial Machinery,603915,国茂股份,23.90,23.64,24.97,23.88,21.55,23.87,17.42,23.72,34.99,23.97,4.09
Producer Manufacturing,Office Equipment/Supplies,603600,永艺股份,17.40,17.02,18.72,17.38,16.17,17.41,14.08,17.36,57.22,17.45,3.50
Producer Manufacturing,Industrial Machinery,603915,国茂股份,23.89,23.64,24.97,23.88,21.55,23.85,17.42,23.80,33.91,23.97,4.27
Producer Manufacturing,Industrial Machinery,603915,国茂股份,23.88,23.64,24.97,23.88,21.55,23.86,17.42,23.82,32.84,23.97,4.47
Producer Manufacturing,Office Equipment/Supplies,603600,永艺股份,17.45,17.03,18.73,17.38,16.17,17.37,14.08,17.39,60.44,17.45,3.02
